Date,Adj Close,Volume,DJI Adj Close,DJI Volume,NDAQ Adj Close,NDAQ Volume,SPX Adj Close,SPX Volume,RUT Adj Close,RUT Volume
2020-01-22,77.48033142089844,101832400,29186.26953125,283440000,34.4600715637207,1757700,3321.75,3623780000,1684.4599609375,3623780000
2020-01-23,77.85346221923828,104472000,29160.08984375,307060000,34.61479187011719,1449600,3325.5400390625,3766710000,1685.010009765625,3766710000
2020-01-24,77.62909698486328,146537600,28989.73046875,380010000,34.797916412353516,2087700,3295.469970703125,3708780000,1662.22998046875,3708780000
2020-01-27,75.34638214111328,161940000,28535.80078125,337270000,34.66215515136719,2938800,3243.6298828125,3831050000,1644.1400146484375,3831050000
2020-01-28,77.4778823852539,162234000,28722.849609375,330140000,35.09156036376953,3175800,3276.239990234375,3531570000,1658.31005859375,3531570000
2020-01-29,79.09967041015625,216229200,28734.44921875,302290000,36.41767501831055,3825300,3273.39990234375,3600250000,1649.219970703125,3600250000
2020-01-30,78.98504638671875,126743200,28859.439453125,326850000,36.613433837890625,2971200,3283.659912109375,3790350000,1648.219970703125,3790350000
2020-01-31,75.48296356201172,199588400,28256.029296875,403890000,36.771305084228516,2736900,3225.52001953125,4529700000,1614.06005859375,4529700000
2020-02-03,75.27565002441406,173788400,28399.810546875,307910000,37.191246032714844,2156400,3248.919921875,3760460000,1632.2099609375,3760460000
2020-02-04,77.76078033447266,136616400,28807.630859375,332750000,37.469093322753906,2600100,3297.590087890625,3996900000,1656.77001953125,3996900000
2020-02-05,78.39486694335938,118826800,29290.849609375,357540000,36.77446746826172,3060600,3334.68994140625,4121480000,1681.9200439453125,4121480000
2020-02-06,79.31185150146484,105425600,29379.76953125,263700000,36.578697204589844,2731800,3345.780029296875,3887250000,1677.4599609375,3887250000
2020-02-07,78.23379516601562,117684000,29102.509765625,252860000,36.098777770996094,2878200,3327.7099609375,3733920000,1656.780029296875,3733920000
2020-02-10,78.6053695678711,109348800,29276.8203125,250510000,36.54081726074219,2823900,3352.090087890625,3462730000,1667.6700439453125,3462730000
2020-02-11,78.13111877441406,94323200,29276.33984375,279540000,36.2471809387207,1389000,3357.75,3762940000,1677.510009765625,3762940000
2020-02-12,79.98656463623047,113730400,29551.419921875,309530000,36.013526916503906,1747800,3379.449951171875,3930910000,1689.3800048828125,3930910000
2020-02-13,79.4169692993164,94747600,29423.310546875,291150000,36.12087631225586,1229400,3373.93994140625,3500890000,1693.739990234375,3500890000
2020-02-14,79.4365234375,80113600,29398.080078125,231000000,36.68921661376953,1591200,3380.159912109375,3419700000,1687.5799560546875,3419700000
2020-02-18,77.98199462890625,152531200,29232.189453125,256600000,36.521873474121094,3255300,3370.2900390625,3750400000,1683.52001953125,3750400000
2020-02-19,79.11139678955078,93984000,29348.029296875,240640000,36.395572662353516,2179200,3386.14990234375,3614200000,1692.5699462890625,3614200000
2020-02-20,78.2997817993164,100566000,29219.98046875,287780000,36.149288177490234,2076900,3373.22998046875,4019180000,1696.0699462890625,4019180000
2020-02-21,76.52747344970703,129554000,28992.41015625,311210000,36.367164611816406,7581600,3337.75,3908780000,1678.6099853515625,3908780000
2020-02-24,72.89237976074219,222195200,27960.80078125,452580000,36.22822952270508,3653400,3225.889892578125,4851160000,1628.0999755859375,4851160000
2020-02-25,70.42335510253906,230673600,27081.359375,513270000,35.4925537109375,2890800,3128.2099609375,5596760000,1571.9000244140625,5596760000
2020-02-26,71.54052734375,198054800,26957.58984375,472450000,35.685157775878906,2844300,3116.389892578125,5484650000,1552.760009765625,5484650000
2020-02-27,66.86405944824219,320605600,25766.640625,664980000,33.92647171020508,4027500,2978.760009765625,7064710000,1497.8699951171875,7064710000
2020-02-28,66.82494354248047,426510000,25409.359375,915990000,32.379337310791016,6843000,2954.219970703125,8569570000,1476.4300537109375,8569570000
2020-03-02,73.04639434814453,341397200,26703.3203125,637200000,34.76950454711914,3792300,3090.22998046875,6381330000,1518.489990234375,6381330000
2020-03-03,70.72650146484375,319475600,25917.41015625,647080000,34.75370788574219,3951600,3003.3701171875,6376510000,1486.0799560546875,6376510000
2020-03-04,74.00711822509766,219178400,27090.859375,457590000,36.74289321899414,3619500,3130.1201171875,5073020000,1531.199951171875,5073020000
2020-03-05,71.60655212402344,187572800,26121.279296875,477370000,36.02614974975586,4935300,3023.93994140625,5579290000,1478.8199462890625,5579290000
2020-03-06,70.65560150146484,226176800,25864.779296875,599780000,34.889488220214844,3780000,2972.3701171875,6555240000,1449.219970703125,6555240000
2020-03-09,65.06732177734375,286744800,23851.01953125,750430000,33.380245208740234,4302600,2746.56005859375,8441290000,1313.43994140625,8441290000
2020-03-10,69.75355529785156,285290000,25018.16015625,654860000,33.05818557739258,5967000,2882.22998046875,7642040000,1350.9000244140625,7642040000
2020-03-11,67.33099365234375,255598800,23553.220703125,663960000,31.359493255615234,5482200,2741.3798828125,7431200000,1264.300048828125,7431200000
2020-03-12,60.681724548339844,418474000,21200.619140625,908260000,28.11726188659668,5299800,2480.639892578125,8850810000,1122.9300537109375,8850810000
2020-03-13,67.95189666748047,370732000,23185.619140625,843080000,30.47120475769043,5042700,2711.02001953125,8299070000,1210.1300048828125,8299070000
2020-03-16,59.21009826660156,322423600,20188.51953125,770130000,27.064014434814453,4251600,2386.1298828125,7805450000,1037.4200439453125,7805450000
2020-03-17,61.813560485839844,324056000,21237.380859375,793060000,30.147619247436523,6676200,2529.18994140625,8370250000,1106.510009765625,8370250000
2020-03-18,60.30036926269531,300233600,19898.919921875,871360000,29.049955368041992,6797400,2398.10009765625,8799300000,991.1599731445312,8799300000
2020-03-19,59.838356018066406,271857200,20087.189453125,780300000,27.91739845275879,5260500,2409.389892578125,7956100000,1058.75,7956100000
2020-03-20,56.03947448730469,401693200,19173.98046875,872290000,25.538074493408203,6484500,2304.919921875,9053950000,1013.8900146484375,9053950000
2020-03-23,54.848968505859375,336752800,18591.9296875,787970000,23.114336013793945,5381700,2237.39990234375,7411380000,1002.4000244140625,7411380000
2020-03-24,60.351715087890625,287531200,20704.91015625,799340000,26.32801055908203,5926200,2447.330078125,7563150000,1096.5400390625,7563150000
2020-03-25,60.01925277709961,303602000,21200.55078125,796320000,27.587472915649414,5907300,2475.56005859375,8300010000,1110.3699951171875,8300010000
2020-03-26,63.177650451660156,252087200,22552.169921875,705180000,29.763751983642578,5097900,2630.070068359375,7766990000,1180.3199462890625,7766990000
2020-03-27,60.561946868896484,204216800,21636.779296875,588830000,29.43382453918457,3381900,2541.469970703125,6201670000,1131.989990234375,6201670000
2020-03-30,62.290260314941406,167976400,22327.48046875,545540000,31.54666519165039,4312200,2626.64990234375,5751120000,1158.3199462890625,5751120000
2020-03-31,62.163150787353516,197002000,21917.16015625,571210000,30.12224006652832,4547100,2584.590087890625,6576210000,1153.0999755859375,6576210000
2020-04-01,58.89229965209961,176218400,20943.509765625,506680000,29.272029876708984,3176400,2470.5,5964000000,1071.989990234375,5964000000
2020-04-02,59.87501525878906,165934000,21413.439453125,529540000,29.80817222595215,3711300,2526.89990234375,6464190000,1085.81005859375,6464190000
2020-04-03,59.0145263671875,129880000,21052.529296875,450010000,30.207897186279297,2555700,2488.64990234375,6096970000,1052.050048828125,6096970000
2020-04-06,64.16279602050781,201820400,22679.990234375,610760000,32.228729248046875,2750400,2663.679931640625,6403840000,1138.780029296875,6403840000
2020-04-07,63.41965866088867,202887200,22653.859375,594660000,32.022525787353516,3376500,2659.409912109375,7050410000,1139.1700439453125,7050410000
2020-04-08,65.04285430908203,168895200,23433.5703125,472740000,33.0345344543457,2234700,2749.97998046875,5875710000,1191.6600341796875,5875710000
2020-04-09,65.51222229003906,161834800,23719.369140625,566400000,34.23688507080078,2221800,2789.820068359375,7899550000,1246.72998046875,7899550000
2020-04-13,66.79805755615234,131022800,23390.76953125,394320000,32.76804733276367,2416800,2761.6298828125,5319530000,1212.0400390625,5319530000
2020-04-14,70.17156982421875,194994800,23949.759765625,485910000,34.1226806640625,4153200,2846.06005859375,5615730000,1237.3299560546875,5615730000
2020-04-15,69.53108978271484,131154400,23504.349609375,437630000,33.62777328491211,2489700,2783.360107421875,5208000000,1183.97998046875,5208000000
2020-04-16,70.08357238769531,157125200,23537.6796875,471050000,34.36061477661133,2168100,2799.550048828125,5228810000,1178.0899658203125,5228810000
2020-04-17,69.13262939453125,215250000,24242.490234375,525950000,35.29013442993164,2321400,2874.56005859375,5804810000,1229.0999755859375,5804810000
2020-04-20,67.69766235351562,130015200,23650.439453125,423410000,34.82695007324219,2768400,2823.159912109375,5228630000,1213.3499755859375,5228630000
2020-04-21,65.60509490966797,180991600,23018.880859375,485140000,33.39618682861328,2905200,2736.56005859375,5121010000,1185.0899658203125,5121010000
2020-04-22,67.49478149414062,116862400,23475.8203125,352880000,33.19315719604492,4088100,2799.31005859375,5084920000,1201.52001953125,5084920000
2020-04-23,67.23320007324219,124814400,23515.259765625,389290000,32.94570541381836,2715300,2797.800048828125,5773530000,1214.06005859375,5773530000
2020-04-24,69.17418670654297,126161200,23775.26953125,376020000,33.51040267944336,2530800,2836.739990234375,5382810000,1233.050048828125,5382810000
2020-04-27,69.22309875488281,117087600,24133.779296875,389390000,35.41385269165039,2767800,2878.47998046875,5203930000,1281.8800048828125,5203930000
2020-04-28,68.10102081298828,112004800,24101.55078125,400250000,35.280609130859375,3018600,2863.389892578125,5691160000,1298.0799560546875,5691160000
2020-04-29,70.33781433105469,137280800,24633.859375,455290000,35.40435028076172,2481000,2939.510009765625,6645640000,1360.760009765625,6645640000
2020-04-30,71.82166290283203,183064000,24345.720703125,487840000,34.79206466674805,2081400,2912.429931640625,6544980000,1310.6600341796875,6544980000
2020-05-01,70.6653823852539,240616800,23723.689453125,418160000,33.8244743347168,2192100,2830.7099609375,4759810000,1260.47998046875,4759810000
2020-05-04,71.66521453857422,133568000,23749.759765625,355360000,33.66902160644531,2168100,2842.739990234375,4735930000,1263.969970703125,4735930000
2020-05-05,72.7408218383789,147751200,23883.08984375,369710000,34.52557373046875,2899500,2868.43994140625,5140290000,1273.510009765625,5140290000
2020-05-06,73.4913101196289,142333600,23664.640625,377450000,33.51040267944336,2130600,2848.419921875,4892570000,1263.010009765625,4892570000
2020-05-07,74.2515640258789,115215200,23875.890625,369890000,34.049713134765625,1900800,2881.18994140625,5178790000,1282.9300537109375,5178790000
2020-05-08,76.0188980102539,133838400,24331.3203125,335760000,34.132198333740234,2685300,2929.800048828125,4876030000,1329.6400146484375,4876030000
2020-05-11,77.21507263183594,145946400,24221.990234375,352400000,34.6556396484375,2049900,2930.18994140625,4819730000,1321.239990234375,4819730000
2020-05-12,76.33263397216797,162301200,23764.779296875,359480000,34.42089080810547,3211200,2870.1201171875,5119630000,1275.5400390625,5119630000
2020-05-13,75.41099548339844,200622400,23247.970703125,469950000,34.54460906982422,2783100,2820.0,6151650000,1233.25,6151650000
2020-05-14,75.874267578125,158929200,23625.33984375,472700000,34.73177719116211,2379600,2852.5,5651130000,1237.550048828125,5651130000
2020-05-15,75.42569732666016,166348400,23685.419921875,491510000,35.55662536621094,6235500,2863.699951171875,5507700000,1256.989990234375,5507700000
2020-05-18,77.20279693603516,135178400,24597.369140625,484190000,36.463932037353516,2595900,2953.909912109375,6373670000,1333.68994140625,6373670000
2020-05-19,76.75669860839844,101729600,24206.859375,374100000,35.73109817504883,1923900,2922.93994140625,4984330000,1307.719970703125,4984330000
2020-05-20,78.24948120117188,111504800,24575.900390625,366510000,36.39096450805664,1594800,2971.610107421875,5005380000,1346.9300537109375,5005380000
2020-05-21,77.66608428955078,102688800,24474.119140625,346770000,36.16255187988281,2166000,2948.510009765625,4976620000,1347.56005859375,4976620000
2020-05-22,78.16613006591797,81803200,24465.16015625,255660000,36.5908317565918,1321800,2955.449951171875,3970860000,1355.530029296875,3970860000
2020-05-26,77.63668060302734,125522000,24995.109375,424380000,36.8890380859375,1835700,2991.77001953125,5848500000,1393.0699462890625,5848500000
2020-05-27,77.97492218017578,112945200,25548.26953125,411230000,36.54323959350586,2537700,3036.1298828125,6398000000,1436.3599853515625,6398000000
2020-05-28,78.00924682617188,133560800,25400.640625,377800000,36.9175910949707,2142900,3029.72998046875,5447020000,1400.6700439453125,5447020000
2020-05-29,77.93326568603516,153532400,25383.109375,527620000,37.580631256103516,2495100,3044.31005859375,7297550000,1394.0400390625,7297550000
2020-06-01,78.89168548583984,80791200,25475.01953125,338310000,37.71387481689453,2788500,3055.72998046875,4684170000,1405.3699951171875,4684170000
2020-06-02,79.25691986083984,87642800,25742.650390625,352610000,37.82807540893555,1557600,3080.820068359375,5197150000,1418.2099609375,5197150000
2020-06-03,79.69322967529297,104491200,26269.890625,398790000,37.859806060791016,2108400,3122.8701171875,6005560000,1452.0899658203125,6005560000
2020-06-04,79.00688934326172,87560400,26281.8203125,372190000,37.41249084472656,1803600,3112.35009765625,6451290000,1452.06005859375,6451290000
2020-06-05,81.25708770751953,137250400,27110.98046875,542310000,38.03746032714844,3228300,3193.929931640625,8639300000,1507.1500244140625,8639300000
2020-06-08,81.73751831054688,95654400,27572.439453125,430200000,38.481605529785156,2877600,3232.389892578125,8498300000,1536.8900146484375,8498300000
2020-06-09,84.31863403320312,147712400,27272.30078125,381430000,38.09773635864258,2477700,3207.179931640625,6410930000,1507.050048828125,6410930000
2020-06-10,86.48795318603516,166651600,26989.990234375,448930000,38.07235336303711,1539300,3190.139892578125,6598870000,1467.3900146484375,6598870000
2020-06-11,82.33561706542969,201662400,25128.169921875,647780000,36.07508087158203,2598900,3002.10009765625,7037320000,1356.219970703125,7037320000
2020-06-12,83.04647064208984,200146000,25605.5390625,514440000,36.680320739746094,2116500,3041.31005859375,5845330000,1387.6800537109375,5845330000
2020-06-15,84.07349395751953,138808800,25763.16015625,461230000,37.387489318847656,2343600,3066.590087890625,5757480000,1419.6099853515625,5757480000
2020-06-16,86.3016586303711,165428800,26289.98046875,489500000,37.756996154785156,2267700,3124.739990234375,5845810000,1452.260009765625,5845810000
2020-06-17,86.18152618408203,114406400,26119.609375,328830000,37.62957763671875,1779600,3113.489990234375,4560450000,1426.530029296875,4560450000
2020-06-18,86.21585083007812,96820400,26080.099609375,328390000,37.99909210205078,2304000,3115.340087890625,4448690000,1427.3299560546875,4448690000
2020-06-19,85.7231674194336,264476000,25871.4609375,669390000,37.852561950683594,2968800,3097.739990234375,8346650000,1418.6300048828125,8346650000
2020-06-22,87.96599578857422,135445200,26024.9609375,351780000,38.13287353515625,1519200,3117.860107421875,4686690000,1433.530029296875,4686690000
2020-06-23,89.8436279296875,212155600,26156.099609375,389980000,37.779293060302734,2118000,3131.2900390625,4711850000,1439.3399658203125,4711850000
2020-06-24,88.2576904296875,192623200,25445.939453125,450120000,36.72172927856445,1880100,3050.330078125,5597680000,1389.739990234375,5597680000
2020-06-25,89.42936706542969,137522400,25745.599609375,384560000,37.807960510253906,1664700,3083.760009765625,4847690000,1413.31005859375,4847690000
2020-06-26,86.68159484863281,205256800,25015.55078125,640860000,36.89373779296875,3161100,3009.050048828125,8107850000,1378.780029296875,8107850000
2020-06-29,88.67931365966797,130646000,25595.80078125,378070000,37.444828033447266,2247300,3053.239990234375,4473970000,1421.2099609375,4473970000
2020-06-30,89.4195556640625,140223200,25812.880859375,410780000,38.05643081665039,1887900,3100.2900390625,4705850000,1441.3699951171875,4705850000
2020-07-01,89.25041961669922,110737200,25734.970703125,373180000,38.46735382080078,1809000,3115.860107421875,4449230000,1427.31005859375,4449230000
2020-07-02,89.25041961669922,114041600,25827.359375,349130000,38.2443733215332,2269800,3130.010009765625,4197720000,1431.8599853515625,4197720000
2020-07-06,91.63790130615234,118655600,26287.029296875,340690000,38.56928253173828,1436400,3179.719970703125,4759160000,1442.8800048828125,4759160000
2020-07-07,91.35354614257812,112424400,25890.1796875,346820000,38.37497329711914,1391400,3145.320068359375,4571330000,1416.0,4571330000
2020-07-08,93.4811782836914,117092000,26067.279296875,337300000,38.76678466796875,2049000,3169.93994140625,4937310000,1427.4000244140625,4937310000
2020-07-09,93.8831787109375,125642800,25706.08984375,387610000,38.48008728027344,1691700,3152.050048828125,4843650000,1398.9200439453125,4843650000
2020-07-10,94.04740905761719,90257200,26075.30078125,338170000,39.14265823364258,1406400,3185.0400390625,4524190000,1422.6800537109375,4524190000
2020-07-13,93.61357116699219,191649200,26085.80078125,425320000,39.180877685546875,1859400,3155.219970703125,4902440000,1403.5699462890625,4902440000
2020-07-14,95.1627197265625,170989200,26642.58984375,401640000,39.754276275634766,1300800,3197.52001953125,4507140000,1428.260009765625,4507140000
2020-07-15,95.81718444824219,153198000,26870.099609375,384900000,40.40409469604492,1603200,3226.56005859375,4686830000,1478.27001953125,4686830000
2020-07-16,94.63814544677734,110577600,26734.7109375,287330000,40.46461486816406,924300,3215.570068359375,3972860000,1467.56005859375,3972860000
2020-07-17,94.44696807861328,92186800,26671.94921875,296460000,40.91376495361328,2245800,3224.72998046875,4012850000,1473.3199462890625,4012850000
2020-07-20,96.4373550415039,90318000,26680.869140625,309390000,41.82479476928711,2370300,3251.840087890625,3979340000,1467.949951171875,3979340000
2020-07-21,95.1063232421875,103433200,26840.400390625,364930000,41.732425689697266,2799900,3257.300048828125,4556610000,1487.510009765625,4556610000
2020-07-22,95.37351989746094,89001600,27005.83984375,404340000,42.71672058105469,3693600,3276.02001953125,4267160000,1490.1400146484375,4267160000
2020-07-23,91.03245544433594,197004400,26652.330078125,419800000,41.859840393066406,2814300,3235.659912109375,4296760000,1490.199951171875,4296760000
2020-07-24,90.80693817138672,185438800,26469.890625,494170000,41.589073181152344,2696100,3215.6298828125,3689410000,1467.550048828125,3689410000
2020-07-27,92.9590835571289,121214000,26584.76953125,400930000,41.57952117919922,2857500,3239.409912109375,3970310000,1484.6500244140625,3970310000
2020-07-28,91.43199920654297,103625600,26379.279296875,361090000,40.82138442993164,2113800,3218.43994140625,4053180000,1469.760009765625,4053180000
2020-07-29,93.18460845947266,90329200,26539.5703125,347580000,41.732425689697266,2375700,3258.43994140625,4478200000,1500.6300048828125,4478200000
2020-07-30,94.31214904785156,158130000,26313.650390625,351540000,41.378841400146484,1657200,3246.219970703125,4264920000,1495.0999755859375,4264920000
2020-07-31,104.1855697631836,374336800,26428.3203125,488050000,41.82799530029297,1835700,3271.1201171875,5007530000,1480.4300537109375,5007530000
2020-08-03,106.81078338623047,308151200,26664.400390625,439380000,41.52218246459961,1526700,3294.610107421875,4438940000,1506.800048828125,4438940000
2020-08-04,107.52408599853516,173071600,26828.470703125,346350000,41.31513214111328,1403100,3306.510009765625,4414380000,1517.2099609375,4414380000
2020-08-05,107.91383361816406,121776800,27201.51953125,366000000,41.52537536621094,1741800,3327.77001953125,4535060000,1546.239990234375,4535060000
2020-08-06,111.67884063720703,202428800,27386.98046875,322460000,41.63367462158203,1766700,3349.159912109375,4278930000,1544.6199951171875,4278930000
2020-08-07,109.1397476196289,198045600,27433.48046875,321170000,42.324913024902344,2182500,3351.280029296875,4110030000,1569.1800537109375,4110030000
2020-08-10,110.72608947753906,212403600,27791.439453125,360340000,41.8980712890625,2223000,3360.469970703125,4327920000,1584.6700439453125,4327920000
2020-08-11,107.43309783935547,187902400,27686.91015625,428220000,41.56040573120117,1763100,3333.68994140625,4880540000,1575.0999755859375,4880540000
2020-08-12,111.00357055664062,165598000,27976.83984375,340210000,41.54448699951172,3167700,3380.35009765625,3772250000,1583.25,3772250000
2020-08-13,112.96805572509766,210082000,27896.720703125,360160000,41.49988555908203,2781000,3373.429931640625,3438730000,1579.7900390625,3438730000
2020-08-14,112.86738586425781,165565200,27931.01953125,275540000,41.16859817504883,2035200,3372.85009765625,3200060000,1577.8800048828125,3200060000
2020-08-17,112.57269287109375,119561600,27844.91015625,286860000,41.50944519042969,2517300,3381.989990234375,3460330000,1585.469970703125,3460330000
2020-08-18,113.51075744628906,105633600,27778.0703125,276170000,41.42662048339844,1734300,3389.780029296875,3669550000,1569.77001953125,3669550000
2020-08-19,113.65316772460938,145538000,27692.880859375,311460000,41.369285583496094,1757400,3374.85009765625,3679480000,1572.0699462890625,3679480000
2020-08-20,116.1750717163086,126907200,27739.73046875,304550000,41.55723571777344,1553700,3385.510009765625,3431040000,1564.300048828125,3431040000
2020-08-21,122.16187286376953,338054800,27930.330078125,372720000,41.38521194458008,1439700,3397.159912109375,3505010000,1552.47998046875,3505010000
2020-08-24,123.62297058105469,345937600,28308.4609375,383880000,41.91399383544922,2077200,3431.280029296875,3743410000,1568.469970703125,3743410000
2020-08-25,122.60880279541016,211495600,28248.439453125,338420000,41.44255065917969,1490400,3443.6201171875,3627650000,1571.2099609375,3627650000
2020-08-26,124.27616119384766,163022400,28331.919921875,327070000,42.21979522705078,1937400,3478.72998046875,3780530000,1560.18994140625,3780530000
2020-08-27,122.79051971435547,155552400,28492.26953125,404340000,42.0,1525800,3484.550048828125,3955890000,1564.56005859375,3955890000
2020-08-28,122.59159851074219,187630000,28653.869140625,369740000,41.9968147277832,1284300,3508.010009765625,3868510000,1578.3399658203125,3868510000
2020-08-31,126.74895477294922,225702700,28430.05078125,517320000,42.81865692138672,4145100,3500.31005859375,4348280000,1561.8800048828125,4348280000
2020-09-01,131.79771423339844,151948100,28645.66015625,423410000,42.946075439453125,1526100,3526.64990234375,4101490000,1578.5799560546875,4101490000
2020-09-02,129.0670623779297,200119000,29100.5,539510000,43.72968673706055,2283300,3580.840087890625,4295640000,1592.2900390625,4295640000
2020-09-03,118.73383331298828,257599600,28292.73046875,650080000,42.44914627075195,2527200,3455.06005859375,4911830000,1544.6800537109375,4911830000
2020-09-04,118.81242370605469,332607200,28133.310546875,694640000,41.50307083129883,2228400,3426.9599609375,4438720000,1535.300048828125,4438720000
2020-09-08,110.81695556640625,231366600,27500.890625,580860000,40.27667999267578,2942100,3331.840087890625,4694330000,1504.5899658203125,4694330000
2020-09-09,115.23705291748047,176940500,27940.470703125,460590000,41.15267562866211,1963800,3398.9599609375,3932520000,1526.47998046875,3932520000
2020-09-10,111.47503662109375,182274400,27534.580078125,442850000,39.9407958984375,2424600,3339.18994140625,4208630000,1507.75,4208630000
2020-09-11,110.01148986816406,180860300,27665.640625,435330000,40.19340896606445,1655700,3340.969970703125,3710090000,1497.27001953125,3710090000
2020-09-14,113.31183624267578,140150100,27993.330078125,380750000,40.605892181396484,2388000,3383.5400390625,3839580000,1536.969970703125,3839580000
2020-09-15,113.48863983154297,184642000,27995.599609375,414520000,40.980010986328125,1122300,3401.199951171875,4057190000,1538.1500244140625,4057190000
2020-09-16,110.13919067382812,154679000,28032.380859375,416650000,40.705020904541016,1626000,3385.489990234375,4718900000,1552.3299560546875,4718900000
2020-09-17,108.38096618652344,178011000,27901.98046875,437230000,39.790504455566406,2608800,3357.010009765625,4379840000,1542.5999755859375,4379840000
2020-09-18,104.94309997558594,287104900,27657.419921875,698710000,39.15419006347656,3721500,3319.469970703125,7076400000,1536.780029296875,7076400000
2020-09-21,108.1255874633789,195713800,27147.69921875,523660000,39.02629470825195,2729700,3281.06005859375,4836070000,1485.25,4836070000
2020-09-22,109.82485961914062,183055400,27288.1796875,420720000,39.4323844909668,2466300,3315.570068359375,3974510000,1496.9599609375,3974510000
2020-09-23,105.2181396484375,150718700,26763.130859375,459470000,38.28445816040039,1797600,3236.919921875,4378650000,1451.4599609375,4378650000
2020-09-24,106.29859924316406,167743300,26815.439453125,447810000,38.786476135253906,1758300,3246.590087890625,4601920000,1451.8199462890625,4601920000
2020-09-25,110.28652954101562,149981400,27173.9609375,388900000,39.6594123840332,1575300,3298.4599609375,3803330000,1474.9100341796875,3803330000
2020-09-28,112.9189453125,137672400,27584.060546875,401860000,40.087890625,2515500,3351.60009765625,3950910000,1510.3399658203125,3950910000
2020-09-29,112.06439208984375,99382200,27452.66015625,303820000,38.81205368041992,7978200,3335.469970703125,3661590000,1504.72998046875,3661590000
2020-09-30,113.75385284423828,142675200,27781.69921875,452550000,39.237327575683594,5927400,3363.0,4738640000,1507.68994140625,4738640000
2020-10-01,114.71646118164062,116120400,27816.900390625,373450000,39.624237060546875,3351900,3380.800048828125,4076340000,1531.199951171875,4076340000
2020-10-02,111.01338958740234,144712000,27682.810546875,392770000,39.50272750854492,2144100,3348.419921875,3975180000,1539.300048828125,3975180000
2020-10-05,114.4316177368164,106243800,28148.640625,318210000,39.928009033203125,1952100,3408.60009765625,3692720000,1581.9599609375,3692720000
2020-10-06,111.1509017944336,161498200,27772.759765625,435030000,39.51232147216797,2298600,3360.969970703125,4453390000,1577.2900390625,4453390000
2020-10-07,113.03682708740234,96849000,28303.4609375,328750000,39.323665618896484,2611200,3419.43994140625,3814750000,1611.0400390625,3814750000
2020-10-08,112.92876434326172,83477200,28425.509765625,314750000,39.8416633605957,1889400,3446.830078125,3867640000,1628.550048828125,3867640000
2020-10-09,114.89324951171875,100506900,28586.900390625,324050000,39.98876190185547,1227900,3477.139892578125,3944090000,1637.550048828125,3944090000
2020-10-12,122.19134521484375,240226800,28837.51953125,493680000,40.41083908081055,1269600,3534.219970703125,3435760000,1649.050048828125,3435760000
2020-10-13,118.94993591308594,262330500,28679.810546875,526110000,40.41083908081055,1880400,3511.929931640625,3611100000,1636.8499755859375,3611100000
2020-10-14,119.03834533691406,150712000,28514.0,370800000,40.81692886352539,1686300,3488.669921875,3858510000,1621.6500244140625,3858510000
2020-10-15,118.56685638427734,112559200,28494.19921875,328940000,41.059940338134766,1230300,3483.340087890625,3724550000,1638.8800048828125,3724550000
2020-10-16,116.90685272216797,115393800,28606.310546875,356140000,41.207035064697266,2182500,3483.81005859375,4688030000,1633.81005859375,4688030000
2020-10-19,113.92082977294922,120639300,28195.419921875,358700000,40.7625732421875,2660400,3426.919921875,4091080000,1613.6300048828125,4091080000
2020-10-20,115.42367553710938,124423700,28308.7890625,350220000,41.24540328979492,2653200,3443.1201171875,3917850000,1617.7099609375,3917850000
